[Beatmap]
1;917;1
1;1160;-1
1;1277;1
1;1671;-1
1;1776;1
1;2054;-1
1;2159;-1
1;2647;-1
1;2751;1
1;3227;-1
1;3332;1
1;3448;1
1;3587;-1
1;4040;-1
1;4144;-1
1;4435;1
1;4992;1
1;5096;-1
1;5584;-1
1;6002;-1
1;6501;-1
1;6768;1
1;6873;1
1;7349;1
1;7941;1
1;8045;-1
1;8150;-1
1;8289;1
1;8707;-1
1;8823;1
1;9148;-1
1;9694;-1
1;10286;1
1;10704;-1
1;11110;-1
1;11215;-1
1;11470;1
1;11575;-1
1;12062;-1
1;12643;-1
1;12747;-1
1;12863;1
1;13003;-1
1;13432;1
1;13537;-1
1;14407;1
1;14988;1
1;15406;1
1;15836;1
1;16184;-1
1;16288;1
1;16764;1
1;16869;1
1;17345;1
1;17449;1
1;17565;-1
1;17693;-1
1;18274;1
1;18552;-1
1;19110;-1
1;19702;-1
