[Beatmap]
1;480;1
1;630;-1
1;930;1
1;1080;-1
1;1380;1
1;1680;-1
1;1830;1
1;1980;-1
1;2280;1
1;2430;-1
1;2580;1
1;5130;1
1;5280;1
1;5430;-1
1;5730;1
1;5880;-1
1;7530;-1
1;7980;1
1;8430;-1
1;8880;1
1;9180;-1
1;9330;-1
1;9480;1
1;9630;-1
1;9930;-1
1;10080;1
1;10230;-1
1;10530;1
1;10680;-1
1;10980;1
1;11280;-1
1;11430;1
1;11580;-1
1;11880;1
1;12030;-1
1;12180;1
1;12330;-1
1;12480;1
1;12630;-1
1;12930;-1
1;13080;1
1;13230;-1
1;13380;1
1;13680;1
1;13830;-1
1;13980;-1
1;14280;1
1;14430;-1
1;14580;1
1;14730;-1
1;14880;1
1;15030;1
1;15180;-1
1;15480;-1
1;15780;1
1;16080;1
1;16230;-1
1;16530;1
1;16830;-1
1;17130;-1
1;17580;1
1;18030;1
1;18480;-1
1;18780;1
1;18930;-1
1;19080;1
1;19230;1
1;19530;-1
1;19830;1
1;20130;-1
1;20280;1
1;20580;-1
1;20880;-1
1;21180;1
1;21480;-1
1;21630;1
1;21780;-1
1;22230;1
1;22530;-1
1;22680;1
1;22980;-1
1;23280;-1
1;23580;1
1;23730;1
1;23880;1
1;24030;-1
1;24180;-1
1;24630;-1
1;24930;-1
1;25080;1
1;25380;-1
1;25680;1
1;25980;1
1;26280;-1
1;26430;1
1;26580;-1
1;26880;1
1;27030;1
1;27330;1
1;27480;1
1;27780;-1
1;27930;-1
1;28230;-1
1;28380;-1
1;28530;1
1;28830;1
1;29130;-1
1;29430;1
1;29730;-1
1;29880;1
1;30180;-1
1;30480;-1
1;30780;1
1;30930;1
1;31080;1
1;31230;-1
1;31380;-1
1;31830;1
1;32130;-1
1;32280;1
1;32580;-1
1;32880;1
1;33180;-1
1;33480;-1
1;33630;1
1;33780;1
1;33930;-1
1;34230;1
1;34380;-1
1;34530;1
1;34830;-1
1;34980;1
1;35130;-1
1;35430;1
1;35580;-1
1;35730;1
1;36030;-1
1;36180;-1
1;36330;1
1;36480;1
1;36930;-1
1;37080;-1
1;37530;1
1;37680;1
1;38130;1
1;38280;1
1;38730;-1
1;39030;-1
1;39180;-1
1;39330;1
1;39480;1
1;39780;-1
1;40080;-1
1;40380;-1
1;40680;-1
1;40830;-1
1;40980;1
1;41130;1
1;41430;-1
1;41580;-1
1;41730;1
1;41880;1
1;42180;1
1;42480;1
1;42780;1
1;43080;-1
1;43230;-1
1;43380;1
1;43530;1
1;43830;-1
1;43980;-1
1;44130;1
1;44280;1
1;44580;1
1;44880;1
1;45180;1
1;45480;-1
1;45630;-1
1;45780;1
1;45930;1
1;46230;-1
1;46380;-1
1;46530;1
1;46680;1
1;46980;-1
1;47280;-1
1;47580;-1
1;47880;-1
1;48030;-1
1;48180;1
1;48330;-1
1;48930;1
1;49530;-1
1;50130;1
1;50280;-1
1;50430;1
1;50580;-1
1;50730;1
1;51330;1
1;51930;-1
1;52530;1
1;52680;-1
1;52830;1
1;52980;-1
1;53130;-1
1;53730;1
1;54330;-1
1;54930;1
1;55530;-1
1;55680;-1
1;55830;1
1;55980;1
1;56280;-1
1;56580;1
1;56730;-1
1;57330;1
1;57630;-1
1;57930;-1
1;58380;1
1;58830;1
1;59280;-1
1;59730;1
1;60180;-1
1;60630;1
1;61080;-1
1;61530;1
1;61980;-1
1;62430;1
1;62730;-1
1;63180;1
1;63630;1
1;64080;-1
1;64530;1
1;64980;1
1;65430;1
1;65880;-1
1;66330;1
1;66780;-1
1;67230;-1
1;67530;-1
1;68730;-1
1;68880;1
1;69030;-1
1;69330;1
1;69480;-1
1;69780;1
1;70080;-1
1;70230;1
1;70380;-1
1;70680;1
1;70830;-1
1;70980;1
1;71130;-1
1;71280;1
1;71430;-1
1;71730;-1
1;71880;1
1;72030;-1
1;72180;1
1;72480;1
1;72630;-1
1;72780;-1
1;73080;1
1;73230;-1
1;73380;1
1;73530;-1
1;73680;1
1;73830;-1
1;73980;-1
1;74280;1
1;74580;-1
1;74880;1
1;75030;-1
1;75330;1
1;75630;-1
1;75930;-1
1;76380;1
1;76830;-1
1;77280;1
1;77580;-1
1;77730;-1
1;77880;1
1;78030;-1
1;78330;1
1;78480;1
1;78630;-1
1;78930;1
1;79080;-1
1;79380;1
1;79680;-1
1;79830;1
1;79980;-1
1;80280;1
1;80430;-1
1;80580;1
1;80730;-1
1;80880;1
1;81030;-1
1;81330;-1
1;81480;1
1;81630;-1
1;81780;1
1;82080;1
1;82230;-1
1;82380;-1
1;82680;1
1;82830;-1
1;82980;1
1;83130;-1
1;83280;1
1;83430;-1
1;83580;-1
1;83880;1
1;84180;1
1;84480;1
1;84630;-1
1;84930;1
1;85230;-1
1;85530;-1
1;85980;1
1;86430;1
1;86880;-1
1;87180;1
1;87330;-1
1;87480;1
1;87630;1
1;87930;-1
1;88380;1
1;88830;1
1;89280;1
1;89580;1
1;89730;-1
1;89880;1
1;90030;1
1;90330;-1
1;90780;1
1;91230;1
1;91680;1
1;91980;1
1;92130;-1
1;92280;1
1;92430;1
1;92730;-1
1;93180;1
1;93630;-1
1;94080;1
1;94530;-1
1;94980;1
1;95430;-1
1;95880;-1
