[Beatmap]
1;267;1
1;452;1
1;638;-1
1;777;1
1;1230;-1
1;1474;1
1;1660;-1
1;1996;1
1;2333;1
1;2507;-1
1;2844;1
1;3366;1
1;3541;-1
1;3877;1
1;3982;1
1;4214;-1
1;4562;-1
1;4911;1
1;5259;1
1;5433;1
1;5770;1
1;5944;1
1;6106;-1
1;6269;1
1;6757;1
1;6965;1
1;7128;-1
1;7233;-1
1;7476;1
1;7825;1
1;7987;1
1;8335;1
1;8510;-1
1;8858;1
1;9183;-1
1;9357;1
1;9705;-1
1;9972;1
1;10077;-1
1;10379;1
1;10588;-1
1;10762;1
1;10924;1
1;11250;1
1;11412;1
1;11749;-1
1;12109;-1
1;12469;1
1;12805;1
1;13154;-1
1;13479;1
1;13839;1
1;14175;-1
1;14524;-1
1;14849;1
1;15209;-1
1;15545;-1
1;15894;1
1;16219;-1
1;16579;-1
1;16834;1
1;17089;-1
1;17600;-1
1;17949;1
1;18297;1
1;18634;-1
1;18970;1
1;19319;1
1;19655;-1
1;20015;-1
1;20340;1
1;20688;-1
1;21025;-1
1;21373;1
1;21710;-1
1;22058;-1
1;22163;-1
1;22337;1
1;22581;-1
1;22685;-1
1;23080;-1
1;23428;1
1;23777;1
1;24125;-1
1;24462;1
1;24798;1
1;24903;1
1;25007;-1
1;25321;1
1;25541;-1
1;25692;-1
1;26110;-1
1;26238;-1
1;26389;1
1;26784;1
1;26888;1
1;27051;-1
1;27353;1
1;27457;1
1;27701;-1
1;28049;-1
1;28537;-1
1;28769;1
1;28908;1
1;29350;1
1;29454;1
1;29593;-1
1;29756;1
1;30441;1
1;30963;1
1;31532;-1
1;31648;-1
1;32008;-1
1;32252;1
1;32531;-1
1;32670;-1
1;33192;-1
1;33390;1
1;33541;-1
1;33901;1
1;34179;-1
1;34411;1
1;34562;-1
1;34737;-1
1;34841;1
1;35155;-1
1;35410;1
1;35607;-1
1;35793;1
1;35944;1
1;36223;-1
1;36455;1
1;36641;-1
1;36780;1
1;37082;-1
1;37314;1
1;37477;1
1;37639;-1
1;37744;-1
1;37987;1
1;38103;-1
1;38266;1
1;38440;1
1;38545;-1
1;38661;-1
1;38788;1
1;38893;1
1;39044;-1
1;39218;-1
1;39543;-1
1;39903;1
1;40228;-1
1;40576;-1
1;40925;1
1;41273;1
1;41540;-1
1;41656;-1
1;41935;1
1;42295;1
1;42608;-1
1;42991;1
1;43316;1
1;43665;-1
1;44013;-1
1;44175;-1
1;44338;1
1;44710;-1
1;45023;-1
1;45371;1
1;45696;-1
1;46068;-1
1;46230;-1
1;46405;1
1;46764;1
1;47090;-1
1;47438;1
1;47925;1
1;48030;-1
1;48134;-1
1;48367;1
1;48622;-1
1;48959;1
1;49307;1
1;49655;-1
1;49934;1
1;50108;-1
1;50515;-1
1;50863;1
1;51072;-1
1;51211;-1
1;51559;-1
1;51884;1
1;52244;-1
1;52581;-1
1;52929;1
1;53127;-1
1;53266;1
1;53614;-1
1;53939;1
1;54299;1
1;54450;1
1;54648;-1
1;54973;1
1;55333;1
1;55484;1
1;55681;-1
1;56018;-1
1;56331;1
1;56679;-1
1;57051;-1
1;57202;-1
1;57376;1
1;57713;-1
1;57910;1
1;58073;-1
