[Beatmap]
1;0,1525049;
1;0,19508;
1;0,2416017;
1;0,1642792;
1;0,1693013;
1;0,2143509;
1;0,2298765;
1;0,302273;
1;0,1974367;
1;0,2531474;
1;0,3269259;
1;0,2562521;
1;0,2591246;
1;0,2140837;
1;0,2505723;
1;0,2172156;
1;0,2338248;
1;0,2416464;
1;0,2633002;
1;0,2607587;
1;0,2787856;
1;0,1766149;
1;0,2357887;
1;0,1941557;
1;0,2313242;
1;0,2293573;
1;0,2091424;
1;0,2092952;
1;0,2458817;
1;0,1778378;
1;0,2065709;
1;0,2369178;
1;0,2365923;
1;0,2360632;
1;0,2276893;
1;0,2296313;
1;0,2316657;
1;0,1997449;
1;0,251676;
1;0,2610008;
1;0,2624876;
1;0,2701719;
1;0,2435311;
1;0,230927;
1;0,2493408;
1;0,2079758;
1;0,2357883;
1;0,2219151;
1;0,234414;
1;0,2401847;
1;0,2651549;
1;0,2647866;
1;0,2725748;
1;0,2044801;
1;0,2479543;
1;0,2156017;
1;0,2259394;
1;0,2363547;
1;0,2195852;
1;0,2276211;
1;0,250593;
1;0,2527046;
1;0,2621466;
1;0,2456568;
1;0,2233076;
1;0,2351595;
1;0,2316363;
1;0,2425217;
1;0,2217434;
1;0,2032558;
1;0,2545265;
1;0,2659559;
1;0,2032836;
1;0,2356664;
1;0,2351228;
1;0,212924;
1;0,2290941;
1;0,1974836;
1;0,2337598;
1;0,2101715;
1;0,2307127;
1;0,2399515;
1;0,2617147;
1;0,2592516;
1;0,2737044;
1;0,2029346;
1;0,2613233;
1;0,2218327;
1;0,2380508;
1;0,2453658;
1;0,2259189;
1;0,2402253;
1;0,2583351;
1;0,2621001;
1;0,2685826;
1;0,2574571;
1;0,2340791;
1;0,2359858;
1;0,2383045;
1;0,2391377;
1;0,2374375;
1;0,2033069;
1;0,2548536;
1;0,2615072;
1;0,2644662;
1;0,2711637;
1;0,2363025;
1;0,2285251;
1;0,2416793;
1;0,2149156;
1;0,2421211;
1;0,2372101;
1;0,2316906;
1;0,2428274;
1;0,240596;
1;0,2051373;
1;0,2215401;
1;0,2377969;
1;0,256845;
1;0,2423126;
1;0,2513196;
1;0,2454404;
1;0,2305595;
1;0,2895088;
1;0,3015229;
1;0,2367493;
1;0,2326859;
1;0,271263;
1;0,2477345;
1;0,2353197;
1;0,2495963;
1;0,2385601;
1;0,2424751;
1;0,2445229;
1;0,3033981;
1;0,2789981;
1;0,273579;
1;0,2326743;
1;0,2621276;
1;0,2541604;
1;0,2622128;
1;0,2423388;
1;0,2459537;
1;0,265448;
1;0,2619501;
1;0,3159129;
1;0,2420785;
1;0,2386311;
1;0,268508;
1;0,2473358;
1;0,2403266;
1;0,2668957;
1;0,2507073;
1;0,2387155;
1;0,2584038;
1;0,289339;
1;0,2447959;
1;0,3112104;
1;0,2860566;
1;0,2766074;
1;0,2312503;
1;0,2335061;
1;0,2299844;
1;0,2284811;
1;0,2334139;
1;0,1982667;
1;0,24552;
1;0,2581494;
1;0,2581885;
1;0,2645394;
1;0,2400704;
1;0,2255625;
1;0,2450981;
1;0,2063295;
1;0,2443628;
1;0,2225706;
1;0,2353477;
1;0,250464;
1;0,2413697;
1;0,2463927;
1;0,2569193;
1;0,2276769;
1;0,2509855;
1;0,2274116;
1;0,2259332;
1;0,2383441;
1;0,2325054;
1;0,2307574;
1;0,2530942;
1;0,2605447;
1;0,274239;
1;0,2599579;
1;0,2383787;
1;0,2441072;
1;0,2320432;
1;0,2323156;
1;0,2406342;
1;0,2074038;
1;0,241121;
1;0,2568184;
1;0,2560539;
1;0,2738485;
1;0,2471085;
1;0,2258979;
1;0,2413312;
1;0,2023758;
1;0,2427003;
1;0,2375021;
1;0,2051469;
1;0,2389599;
1;0,1841228;
1;0,01133758;
